rank,Company Name,Industry,State,City,Metro Area,Growth (%),Revenue ($),Number of Workers,Years on List,URL
4307,AFS Acceptance,Financial Services,Florida,Fort Lauderdale,Miami,64.6302,14148570,60,1,afs-acceptance
4465,Affectionate Pet Care,Consumer Products & Services,Virginia,Fairfax,Washington DC,58.9675,2464757,60,1,affectionate-pet-care
4477,XCEL Solutions,Software,New Jersey,Matawan,New York City,58.6704,5334507,60,3,xcel-solutions
4504,ARRYVE,Business Products & Services,Washington,Bellevue,Seattle,57.4903,13005896,60,4,arryve
4644,ITN International,Advertising & Marketing,Maryland,Bethesda,Washington DC,53.5033,9220708,60,3,itn-international
4744,Sullivan,Advertising & Marketing,New York,New York,New York City,50.3944,9774517,60,5,sullivan
4783,Infutor Data Solutions,Advertising & Marketing,Illinois,Plainfield,Chicago,49.2038,17174743,60,2,infutor-data-solutions
4785,Boundless Network,Business Products & Services,Texas,Austin,Austin,49.1315,56809722,60,5,boundless-network
4864,Bulbs.com,Retail,Massachusetts,Worcester,Worcester MA,46.9786,17863000,60,5,bulbscom
36,Restore Health,Health,Wisconsin,Madison,Madison WI,6663.1769,6821205,61,2,restore-health
60,PhotoBin,Consumer Products & Services,California,San Diego,San Diego,5003.4376,6385268,61,1,photobin
420,Transactis,Business Products & Services,New York,New York,New York City,1125.7712,5485216,61,1,transactis
664,Tower Cloud,Telecommunications,Florida,St. Petersburg,Tampa,689.2431,27239756,61,2,tower-cloud
885,KeepCalling,Telecommunications,Georgia,Atlanta,Atlanta,505.6375,41025000,61,4,keepcalling
1207,Information Systems & Networks,Government Services,Maryland,Bethesda,Washington DC,361.3271,12735124,61,5,information-systems-networks
1741,LPS Integration,IT Services,Tennessee,Nashville,,239.1893,105747923,61,5,lps-integration
2414,Medullan,Health,Massachusetts,Cambridge,Boston,159.2764,8279423,61,2,medullan
2601,Axis Group,IT Services,New Jersey,Berkeley Heights,New York City,144.3539,14119475,61,7,axis-group
2794,Riviera Partners,Human Resources,California,San Francisco,San Francisco,132.3803,13980000,61,4,riviera-partners
2820,Prep Sportswear,Retail,Washington,Seattle,Seattle,130.7721,22727664,61,6,prep-sportswear
2897,OriGen Biomedical,Health,Texas,Austin,Austin,125.8985,8730319,61,4,origen-biomedical
2908,Paragon Micro,IT Services,Illinois,Lake Zurich,Chicago,125.1285,98084000,61,2,paragon-micro
3111,Open Scan,Financial Services,Colorado,Denver,Denver,113.5991,11733000,61,1,open-scan
3194,Winxnet,IT Services,Maine,Portland,Portland-South Portland-Biddeford ME,109.3292,10703000,61,3,winxnet
3327,Systems Management/Planning,IT Services,New York,West Henrietta,Rochester NY,101.3485,63706476,61,4,systems-managementplanning
3856,SaltWorks,Food & Beverage,Washington,Woodinville,Seattle,80.0201,17040178,61,8,saltworks
3875,TopSpot Internet Marketing,Advertising & Marketing,Texas,Houston,Houston,79.4154,17911779,61,5,topspot-internet-marketing
4340,352,Advertising & Marketing,Florida,Newberry,Gainesville FL,63.3469,5974881,61,8,352
4421,NETtime Solutions,Software,Arizona,Scottsdale,Phoenix,60.9605,5805270,61,5,nettime-solutions
4458,National Food Group,Food & Beverage,Michigan,Novi,Detroit,59.2407,60493089,61,5,national-food-group
4819,The Pedowitz Group,Advertising & Marketing,Georgia,Alpharetta,Atlanta,48.1515,10078321,61,3,the-pedowitz-group
4832,Window Nation,Construction,Maryland,Glen Burnie,Baltimore,47.7975,31229652,61,1,window-nation
4860,Frontier Truck Gear,Manufacturing,Texas,Center Point,San Antonio TX,47.0057,5861201,61,3,frontier-truck-gear
4,Superfish,Software,California,Palo Alto,San Jose,26042.963,35293000,62,1,superfish
311,Logical Position,Advertising & Marketing,Oregon,Lake Oswego,Portland OR,1486.2973,3537094,62,1,logical-position
376,Invoca,Software,California,Santa Barbara,Santa Barbara-Santa Maria-Goleta CA,1267.2965,9407000,62,1,invoca
407,Rapier Solutions,IT Services,North Carolina,Matthews,Charlotte,1163.2141,10141765,62,3,rapier-solutions
752,Apartment List,Real Estate,California,San Francisco,San Francisco,607.1018,17225000,62,2,apartment-list
904,North Florida Field Services,Construction,Florida,Jacksonville,Jacksonville FL,495.4157,28574000,62,2,north-florida-field-services
1049,Bush Construction,Construction,Iowa,Davenport,Davenport-Moline-Rock Island IA-IL,424.6077,46251968,62,1,bush-construction
1079,Clarity Software Solutions,Business Products & Services,Connecticut,Madison,New Haven-Milford CT,413.8417,37616852,62,3,clarity-software-solutions
1364,TakeLessons,Software,California,San Diego,San Diego,315.9627,10282873,62,1,takelessons
1441,Hunt Telecommunications,Telecommunications,Louisiana,Metairie,New Orleans-Metairie-Kenner LA,296.3839,16323095,62,1,hunt-telecommunications
1504,Peloton,IT Services,Massachusetts,Boston,Boston,285.0353,12241453,62,1,peloton
1716,Vista Applied Solutions Group,IT Services,Virginia,Herndon,Washington DC,244.6897,7518252,62,1,vista-applied-solutions-group
1828,City Sounds of NY,Education,New York,New York,New York City,225.7339,2933840,62,2,city-sounds-of-ny
2198,CBT Nuggets,Education,Oregon,Eugene,Roseburg OR,179.4927,18072000,62,4,cbt-nuggets
2352,PRISM Plastics,Manufacturing,Michigan,Chesterfield,Detroit,165.2044,26381285,62,1,prism-plastics
2592,Search Influence,Advertising & Marketing,Louisiana,New Orleans,New Orleans-Metairie-Kenner LA,144.7025,5058000,62,4,search-influence
2894,Artemis IT,IT Services,Florida,Melbourne,Palm Bay-Melbourne-Titusville FL,125.973,7594330,62,1,artemis-it
2991,RAMP,Advertising & Marketing,Massachusetts,Boston,Boston,119.7875,7182533,62,2,ramp
3213,Burkett Restaurant Equipment,Food & Beverage,Ohio,Toledo,Toledo OH,108.2538,25676203,62,5,burkett-restaurant-equipment
3251,The Encima Group,Business Products & Services,Delaware,Newark,Philadelphia,106.2015,8413296,62,2,the-encima-group
3796,PlasticPrinters.com,Manufacturing,Minnesota,Hastings,Minneapolis,82.1197,8219891,62,1,plasticprinterscom
3837,ZAP Engineering & Construction Services,Engineering,Colorado,Lakewood,Denver,80.8704,25129294,62,7,zap-engineering-construction-services
4568,Image One,Business Products & Services,Michigan,Oak Park,Detroit,55.8218,13918000,62,6,image-one
4818,Relay Express,Logistics & Transportation,Ohio,Fairfield,Cincinnati,48.1848,22602803,62,8,relay-express
4987,Advanced Government Solutions,Government Services,Maryland,Bowie,Washington DC,42.8649,8847348,62,5,advanced-government-solutions
463,Impact Makers,IT Services,Virginia,Richmond,Richmond VA,1024.0228,10337638,63,3,impact-makers
605,Corps Solutions,Government Services,Virginia,Stafford,Washington DC,785.5716,8194805,63,1,corps-solutions
930,Initials,Retail,Georgia,Clarkesville,Cornelia GA,483.8643,17786245,63,3,initials
1084,Sriven Technologies,IT Services,Virginia,Herndon,Washington DC,411.4004,3012803,63,1,sriven-technologies
1964,LaserMax,Manufacturing,New York,Rochester,Rochester NY,207.0015,16212284,63,2,lasermax
2467,Mobifusion,Media,California,Fremont,San Francisco,154.8512,7495955,63,4,mobifusion
2599,DiversifiedTechnical Systems,Manufacturing,California,Seal Beach,Los Angeles,144.4568,18726876,63,3,diversifiedtechnical-systems
2614,Circle Computer Resources,IT Services,Iowa,Cedar Rapids,Cedar Rapids IA,143.7825,8777379,63,5,circle-computer-resources
2866,ARGI Financial Group,Financial Services,Kentucky,Louisville,Louisville/Jefferson KY-IN,128.2374,9929555,63,6,argi-financial-group
3138,Winesburg Builders,Construction,Ohio,Millersburg,Coshocton OH,112.3928,18625400,63,1,winesburg-builders
3266,Finit Solutions,IT Services,Pennsylvania,Media,Philadelphia,105.2058,12161975,63,8,finit-solutions
3285,Pro-PT,Health,California,Visalia,Visalia-Porterville CA,103.7987,3796168,63,1,pro-pt
3711,Junkluggers,Environmental Services,New York,New York,New York City,85.6923,3016015,63,1,junkluggers
3826,LawLogix Group,Software,Arizona,Phoenix,Phoenix,81.1988,12368651,63,8,lawlogix-group
3861,Revenue Enterprises,Financial Services,Colorado,Aurora,Denver,79.9268,5006732,63,2,revenue-enterprises
4424,ExakTime,Business Products & Services,California,Calabasas,Los Angeles,60.6722,12239035,63,5,exaktime
4685,Intellinet,IT Services,Georgia,Atlanta,Atlanta,52.305,12117050,63,3,intellinet
75,Ethology,Advertising & Marketing,Arizona,Scottsdale,Phoenix,4219.4187,8815804,64,1,ethology
128,Fueled,Advertising & Marketing,New York,New York,New York City,2916.7442,6486000,64,1,fueled
160,Bai Brands,Food & Beverage,New Jersey,Hamilton,Trenton-Ewing NJ,2521.6684,17139891,64,1,bai-brands
584,Vital Farms,Food & Beverage,Texas,Austin,Austin,817.9166,17175642,64,3,vital-farms
1329,Ritter Insurance Marketing,Insurance,Pennsylvania,Harrisburg,Harrisburg-Carlisle PA,324.284,21393912,64,3,ritter-insurance-marketing
1515,Celigo,Software,California,Redwood City,San Francisco,283.1003,6302000,64,1,celigo
1654,Infojini,IT Services,Maryland,Columbia,Baltimore,255.9201,7130013,64,4,infojini
2208,Amzur Technologies,IT Services,Florida,Tampa,Tampa,178.2832,7671268,64,3,amzur-technologies
2593,Ian Evan & Alexander,Government Services,Virginia,Ashburn,Washington DC,144.6919,11080937,64,2,ian-evan-alexander
2829,Packrite,Manufacturing,North Carolina,HIgh Point,Greensboro-High Point NC,130.2704,17755095,64,3,packrite
3145,Planit,Advertising & Marketing,Maryland,Baltimore,Baltimore,112.1355,11500145,64,3,planit
3220,Force Marketing,Advertising & Marketing,Georgia,Atlanta,Atlanta,107.7914,23745823,64,6,force-marketing
3377,Maestro Technologies,IT Services,New Jersey,Edison,New York City,99.2021,6389662,64,4,maestro-technologies
3650,Benjamin Foods,Food & Beverage,Pennsylvania,Hatboro,Philadelphia,88.1988,61638054,64,2,benjamin-foods
4289,MyBinding.com,Business Products & Services,Oregon,Hillsboro,Portland OR,64.9954,16224000,64,4,mybindingcom
4431,Bayshore Solutions,Advertising & Marketing,Florida,Tampa,Tampa,60.4649,7888240,64,6,bayshore-solutions
107,Insureon,Insurance,Illinois,Chicago,Chicago,3357.8136,11844049,65,1,insureon
321,IIT,IT Services,New York,Hicksville,New York City,1446.1606,18413056,65,1,iit
336,Smart Energy Today,Energy,Washington,Olympia,Olympia WA,1381.37,5091839,65,1,smart-energy-today
358,EmbedTek,Computer Hardware,Wisconsin,Hartland,Milwaukee-Waukesha-West Allis WI,1322.7174,13089000,65,1,embedtek
408,Peak Capital Partners,Real Estate,Utah,Provo,Provo-Orem UT,1160.8392,48898043,65,1,peak-capital-partners
410,Construct Solutions,Construction,Indiana,Indianapolis,Indianapolis IN,1151.8545,8052266,65,3,construct-solutions
483,Premier Logic,Software,Georgia,Alpharetta,Atlanta,983.4519,8454717,65,1,premier-logic
640,Signature Consulting Group,IT Services,Maryland,Windsor Mill,Baltimore,727.3235,15381665,65,2,signature-consulting-group
718,FluidEdge Consulting,Health,Pennsylvania,Malvern,Philadelphia,632.0224,14015199,65,3,fluidedge-consulting
754,Syntegrity Networks,Security,Washington,Seattle,Seattle,605.3033,7634619,65,1,syntegrity-networks
914,Cervello,IT Services,Massachusetts,Boston,Boston,491.3797,11779604,65,1,cervello
932,Netmark,Advertising & Marketing,Idaho,Idaho Falls,Idaho Falls ID,483.3171,6026144,65,2,netmark
974,Gatesman+Dave,Advertising & Marketing,Pennsylvania,Pittsburgh,Pittsburgh PA,460.2266,36593517,65,2,gatesmandave
989,Six Dimensions,IT Services,California,San Ramon,San Francisco,454.2841,9640286,65,3,six-dimensions
1212,AMTIS,Government Services,Florida,Orlando,Orlando FL,360.1551,6023914,65,2,amtis
1240,InCadence Strategic Solutions,Engineering,Virginia,Manassas,Washington DC,350.9116,7765202,65,1,incadence-strategic-solutions
1375,SPOC Automation,Energy,Alabama,Trussville,Birmingham-Hoover AL,311.3011,33886117,65,1,spoc-automation
1612,Complete Nutrition,Health,Nebraska,Omaha,Omaha-Council Bluffs NE-IA,264.5936,95341336,65,5,complete-nutrition
1661,Boost Technologies,Business Products & Services,Ohio,Dayton,Dayton OH,254.3369,19532185,65,2,boost-technologies
1856,Magic Hat Consulting,Business Products & Services,Pennsylvania,Fort Washington,Philadelphia,221.3668,11024102,65,4,magic-hat-consulting
2039,Logistics Planning Services,Logistics & Transportation,Minnesota,Woodbury,Minneapolis,198.2543,44735640,65,4,logistics-planning-services
2059,SET Creative,Advertising & Marketing,Oregon,Portland,Portland OR,195.1251,30040883,65,2,set-creative
2330,Atlantic Southern Paving and Sealcoating,Construction,Florida,Plantation,Miami,166.6226,16914427,65,2,atlantic-southern-paving-and-sealcoating
2375,Imagine Software,Health,North Carolina,Charlotte,Charlotte,162.4662,12605395,65,4,imagine-software
2430,Elite SEM,Advertising & Marketing,Pennsylvania,Gladwyne,Philadelphia,157.8856,13807243,65,5,elite-sem
2435,EdgeRock Technology Partners,IT Services,Massachusetts,Boston,Boston,157.5104,38351607,65,6,edgerock-technology-partners
2451,Modern Enterprise Solutions,Telecommunications,Florida,Tampa,Tampa,156.0946,15350176,65,3,modern-enterprise-solutions
2506,BrightStar Care,Health,Illinois,Gurnee,Chicago,151.2174,249062623,65,8,brightstar-care
2694,Robert Paul Properties,Real Estate,Massachusetts,Osterville,Barnstable Town MA,139.3495,9976434,65,2,robert-paul-properties
2907,Creative Breakthroughs,IT Services,Michigan,Troy,Detroit,125.3283,27055609,65,3,creative-breakthroughs
2922,Revention,Food & Beverage,Texas,Houston,Houston,124.2251,11951231,65,1,revention
2925,Circuitronics,Manufacturing,Texas,Irving,Dallas,123.9448,10330030,65,2,circuitronics
2941,Quincy Bioscience,Health,Wisconsin,Madison,Madison WI,122.8881,19340000,65,3,quincy-bioscience
2947,Contemporary Staffing Solutions,Human Resources,New Jersey,Mount Laurel,Philadelphia,122.5186,104511308,65,5,contemporary-staffing-solutions
2965,AXIA Consulting,IT Services,Ohio,Columbus,Columbus OH,121.6206,21384610,65,5,axia-consulting
2979,QCS Logistics,Logistics & Transportation,Louisiana,New Orleans,New Orleans-Metairie-Kenner LA,120.6198,3514112,65,2,qcs-logistics
3079,PointSource,Software,North Carolina,Raleigh,Raleigh-Cary NC,115.1799,6926263,65,1,pointsource
3292,Optimum Design Associates,Computer Hardware,California,Pleasanton,San Francisco,103.0918,19225406,65,3,optimum-design-associates
3382,Veris Group,Security,Virginia,Vienna,Washington DC,99.0031,10240051,65,5,veris-group
3503,Wilen,Advertising & Marketing,New York,Farmingdale,New York City,94.2372,50104000,65,4,wilen
3905,iPROMOTEu,Business Products & Services,Massachusetts,Wayland,Boston,78.4856,105369000,65,4,ipromoteu
3952,Silicon Mechanics,Computer Hardware,Washington,Bothell,Seattle,76.6429,43347986,65,4,silicon-mechanics
4021,Apprio,Government Services,District of Columbia,Washington,Washington DC,74.1298,9369995,65,3,apprio
4029,HireNetworks,Human Resources,North Carolina,Raleigh,Raleigh-Cary NC,73.8645,4300828,65,3,hirenetworks
4118,Send Word Now,Telecommunications,New York,New York,New York City,70.7313,19308000,65,7,send-word-now
4193,ServarusRM,Health,Virginia,Fairfax,Washington DC,68.4547,2638000,65,3,servarusrm
4329,Media Brokers International,Advertising & Marketing,Georgia,Alpharetta,Atlanta,63.7962,71729347,65,5,media-brokers-international
4386,Mosaic Rehabilitation,Health,Washington,Bellevue,Seattle,61.8763,3412685,65,1,mosaic-rehabilitation
4425,American Technology Services,IT Services,Virginia,Fairfax,Washington DC,60.6292,10086600,65,5,american-technology-services
4587,My Computer Works,IT Services,Arizona,Scottsdale,Phoenix,55.1782,3837710,65,4,my-computer-works
4592,Bogota Latin Bistro,Food & Beverage,New York,Brooklyn,New York City,55.0891,4507573,65,5,bogota-latin-bistro
4727,Resource Management,Human Resources,Utah,Salt Lake City,Salt Lake City,50.9663,378607667,65,2,resource-management
4805,rEvolution,Advertising & Marketing,Illinois,Chicago,Chicago,48.519,24770000,65,5,revolution
963,Lumen21,IT Services,California,Orange,Los Angeles,468.3353,5701875,66,1,lumen21
1116,Wholesale Screening Solutions,Business Products & Services,Virginia,Purcellville,Washington DC,396.7489,6869114,66,1,wholesale-screening-solutions
1850,Sigma Fasteners,Manufacturing,Texas,Houston,Houston,221.7479,17731759,66,1,sigma-fasteners
1893,BEW Global,Security,Colorado,Greenwood Village,Denver,216.9831,12188000,66,1,bew-global
2431,Medi-Copy Services,Health,Tennessee,Nashville,Nashville,157.8393,3304582,66,3,medi-copy-services
2852,Vision33,IT Services,California,Irvine,Los Angeles,129.0833,19107027,66,4,vision33
3325,Zambezi,Advertising & Marketing,California,Venice,Los Angeles,101.4397,14855248,66,4,zambezi
3813,Optimal Strategix Group,Advertising & Marketing,Pennsylvania,Newtown,Philadelphia,81.6714,11895750,66,5,optimal-strategix-group
4052,SignUp4,Software,Georgia,Atlanta,Atlanta,73.0812,7187748,66,2,signup4
4589,Summit Drilling Co.,Environmental Services,New Jersey,Bridgewater,New York City,55.1468,11694803,66,2,summit-drilling-co
499,TruEffect,Advertising & Marketing,Colorado,Westminster,Denver,953.1594,21276600,67,2,trueffect
1446,Buildium,Software,Massachusetts,Boston,Boston,294.8924,7508898,67,3,buildium
1624,Wellcentive,Health,Georgia,Roswell,Atlanta,262.3214,4058000,67,1,wellcentive
